Source Rank,Ticker,Company Name,Market Cap,P/E Ratio,P/B Ratio,Revenue Growth,Profit Margin,Products and services,Products and services score,Undervalued score,Volatility score,Current Price,52-Week High,52-Week Low,Annualized Volatility
52,PDD,PDD Holdings (Pinduoduo),126055989248,9.177202,1.9889567,0.11,0.21620001,"PDD Holdings Inc., a multinational commerce group that owns and operates a portfolio of businesses. The company operates Pinduoduo platform, which provides various product categories and interactive shopping experiences; and Temu, an online platform, which enables merchants to streamline their manufacturing and commercial operations. The company was formerly known as Pinduoduo Inc. and changed its name to PDD Holdings Inc. in February 2023. PDD Holdings Inc. was incorporated in 2015 and is based in Dublin, Ireland.",50.0,90.58460954753443,41.50456940192815,88.55999755859375,138.1300048828125,73.30000305175781,0.3367705623086767
53,6861.T,Keyence,124304692920,,,,,,50.0,10.934329312573295,55.50641302936388,81150.0,84170.0,52028.45703125,0.39977885863213747
54,FTNT,Fortinet,118652403712,57.22615,76.53592,0.256,0.28173,"Fortinet, Inc. provides cybersecurity and convergence of networking and security solutions worldwide. The company offers FortiOS, a unified operating system designed to address cybersecurity threats; FortiASIC application-specific integrated circuit (ASIC)-based security processing units; FortiCloud, a private cloud software as a service platform; FortiAI, which provides a dual-layered defense across the Fortinet Security Fabric; FortiEndpoint, which converges secure connectivity, endpoint protection, and capabilities into a single agent; and OT Security, which protect the engineered systems that underpin infrastructure and supply chains. It also provides secure networking solutions that focus on the convergence of networking and security; network firewall solutions comprising FortiGate data centers, hyperscale, and distributed firewalls; wireless local area network solutions; and secure connectivity solutions. In addition, the company offers the Fortinet Unified Secure Access Service Edge solutions that include firewall, software-defined wide-area network, secure web gateway, cloud access services broker, data loss prevention, and zero trust network access; and web application firewalls, cloud network security with virtualized firewalls, cloud-native firewalls, cloud-native application protection, and code security. Further, it provides AI-driven security operation solutions, which include a suite of cybersecurity solutions, as well as FortiEDR, FortiXDR, FortiNDR, FortiSandbox, FortiDeceptor, FortiDLP, and FortiRecon. Additionally, the company offers FortiGuard Labs, a cybersecurity threat intelligence and research organization; FortiGuard and Other Security Services, a suite of AI-powered security capabilities that consists of FortiGuard application, content, device, NOC/SOC, and web security services; and FortiCare technical support services. Fortinet, Inc. was incorporated in 2000 and is headquartered in Sunnyvale, California.",50.0,7.961914567803016,68.11548495143307,161.9499969482422,166.8300018310547,74.38999938964844,0.4565196822814489
55,NOW,ServiceNow,114996477952,72.414474,9.092186,0.24,0.11336,"ServiceNow, Inc. provides cloud-based solution for digital workflows in the North America, Europe, the Middle East and Africa, Asia Pacific, and internationally. The company provides asset management, integrated risk management, IT service management, Operational Technology management, Security Operations, strategic portfolio management, IT operations management products; customer service management product; field service management applications; and sales and order management services. It also offers human resources delivery; legal and contract operations; workplace service delivery products; app engine product; automation engine; platform privacy and security product; and source-to-pay operations. In addition, the company provides RaptorDB, a database built to manage workloads at scale; ServiceNow Impact that provides customers with software tools, guided plans, and AI-driven recommendations; customer support; and workflow data fabric. It serves government, financial services, healthcare and life science, manufacturing, Public Sector, retail, technology, and Telecom sectors through service providers and resale partners. The company has a strategic collaboration with Cohesity, Inc. to develop, operate, and safeguard autonomous AI agents and data with enterprise-grade reliability; and with ServiceNow to Advance Ai-Powered Solution for Mission-Critical Infrastructure Monitoring. The company was formerly known as Service-now.com and changed its name to ServiceNow, Inc. in May 2012. ServiceNow, Inc. has a strategic alliance with Accenture for integrated risk management and third-party risk management solutions. ServiceNow, Inc. was founded in 2004 and is headquartered in Santa Clara, California.",50.0,89.66217908591705,87.26869587364537,111.2300033569336,192.22999572753906,83.0,0.5427091314314042
56,2317.TW,Foxconn (Hon Hai Precision Industry),108745606032,18.37192,1.938458,0.289,0.02298,"Hon Hai Precision Industry Co., Ltd. provides electronic manufacturing services. The company offers consumer electronics, including smartphones, feature phones, wearable devices, televisions, game consoles, set-top boxes, and audio systems; cloud and networking products comprising routers, servers, edge computing, data centers, and satellite communications and other related equipment; electronic computing equipment, such as desktop computers, laptops, tablets, multi-function devices and printers; and connectors, precision optical components, lenses, electronic components, semiconductor products, and automotive electronic parts. It operates in the United States, Singapore, Ireland, Mainland China, Japan, India, Taiwan, Vietnam, Mexico, and internationally. The company was founded in 1974 and is headquartered in New Taipei City, Taiwan.",50.0,48.62050819428157,53.491327495075836,250.5,300.0641784667969,172.85250854492188,0.39071097372784125
57,ADP,Automatic Data Processing,105997787136,24.334246,16.810295,0.068,0.20109,"Automatic Data Processing, Inc. provides cloud-based human capital management (HCM) solutions worldwide. It operates in two segments, Employer Services and Professional Employer Organization (PEO). The Employer Services segment offers strategic, cloud-based platforms, and human resources (HR) outsourcing solutions. This segment's offerings include RUN Powered by ADP, a software platform for small business payroll, HR, and compliance; ADP Workforce Now, a HCM solution used across mid-sized and large businesses to manage employees; and ADP Lyric HCM, a solution for HR management, payroll, workforce management, talent, and data analytics. The PEO Services segment provides HR and employment administration outsourcing solutions under ADP TotalSource name to businesses through a co-employment model. The segment also provides guidance, user-friendly technology, comprehensive employee benefits, and a risk management, safety, and workers' compensation program. The company was founded in 1949 and is headquartered in Roseland, New Jersey.",50.0,34.83696563912331,26.361108946149287,266.4599914550781,300.67431640625,187.36843872070312,0.2686249902576718
58,DELTA.BK,Delta Electronics (Thailand),103855071857,,,,,,50.0,62.725918360771196,87.54543637633951,278.0,364.0,141.67970275878906,0.5439544636935278
59,688256.SS,Cambricon Technologies,103069122735,,,,,,50.0,77.27345628604144,100.0,1106.0,1595.550048828125,461.9030456542969,0.7613402089114686
60,SPOT,Spotify,102797697024,33.779728,11.271546,0.082,0.15449001,"Spotify Technology S.A., together with its subsidiaries, provides audio streaming subscription services worldwide. It operates in two segments, Premium and Ad-Supported. The Premium segment offers online and offline streaming access to its catalog of music and podcasts, including video, lossless music, and audiobooks in select markets through subscription offerings primarily sold directly to end users and partners. The Ad-Supported segment provides limited on-demand online access to its catalog of music and online and offline access to its catalog of podcasts on computers, tablets, mobile devices, and other smart devices. The company also offers sales, distribution and marketing, contract research and development, and customer and other support services. Spotify Technology S.A. was incorporated in 2006 and is headquartered in Stockholm, Sweden.",50.0,89.29461666148329,63.56785135302056,499.94000244140625,738.530029296875,412.75,0.43605533108859246
61,SNOW,Snowflake,101650849792,,52.408863,0.335,-0.23786,"Snowflake Inc. provides a cloud-based data platform for various organizations in the United States and internationally. The company's platform includes artificial intelligence (AI) Data Cloud, which enables customers to consolidate data into a single source of truth to drive meaningful business insights, build data applications, and share data and data products, as well as applies AI for solving business problems. It serves financial services, advertising, media and entertainment, retail and consumer goods, healthcare and life sciences, manufacturing, technology, telecom, travel and hospitality, and government and defense industries, as well as the public sector. the company has a collaboration with OpenAI, L.L.C. for the development of AI solutions for joint enterprise customers that deliver tangible return on investment. The company was formerly known as Snowflake Computing, Inc. and changed its name to Snowflake Inc. in April 2019. Snowflake Inc. was incorporated in 2012 and is based in Menlo Park, California.",50.0,4.323147706147093,100.0,293.2799987792969,298.1000061035156,121.11000061035156,0.6613242438856086
62,EQIX,Equinix,100574085120,65.80246,6.993009,0.167,0.15479,"Equinix, Inc. shortens the path to boundless connectivity anywhere in the world. Its digital infrastructure, data center footprint and interconnected ecosystems empower innovations that enhance our work, life and planet. Equinix connects economies, countries, organizations and communities, delivering seamless digital experiences and cutting-edge AI quickly, efficiently and everywhere. Equinix, Inc. was established on June 22, 1998 and is based in Redwood City, United States.",50.0,27.054196885218325,20.119687649202966,1019.280029296875,1115.93994140625,718.5999145507812,0.24053859442141334
63,ADBE,Adobe,99537977344,14.325516,8.674611,0.127,0.28689,"Adobe Inc. operates as a technology company worldwide. The Digital Media segment offers products and services that enable individuals, teams, and enterprises to create, publish, and promote content. This segment serves photographers, video editors, graphic and experience designers, game developers, content creators, students, marketers, business owners, knowledge workers, and consumers. The Digital Experience segment provides an integrated platform; and products, services, and solutions that enable brands and businesses to create, manage, execute, measure, monetize, and optimize customer experiences from analytics to commerce. This segment serves marketers, advertisers, agencies, publishers, merchandisers, merchants, web analysts, data scientists, developers, and executives across the C-suite. The Publishing and Advertising segment offers e-learning, technical document publishing, web conferencing, document and forms platform, web application development, printing, and Adobe Advertising solutions. It also provides consulting, training, customer management, technical support, and learning services. The company offers its solutions to enterprise customers, and businesses and consumers; and licenses its products to end-user customers through app stores and website at adobe.com. It markets and distributes its products through distributors, retailers, software developers, mobile app stores, systems integrators, independent software vendors, value-added resellers, and original equipment and hardware manufacturers. The company also provides an online visibility management and content marketing software-as-a-service platform. The company has a strategic alliance with HUMAIN for the development of generative AI models and AI-powered applications. The company was formerly known as Adobe Systems Incorporated and changed its name to Adobe Inc. in October 2018. Adobe Inc. was founded in 1982 and is headquartered in San Jose, California.",50.0,86.9003150824001,52.40210617140792,250.41000366210938,367.4599914550781,193.41000366210938,0.3858094777713357
64,NET,Cloudflare,99021037568,,64.578705,0.335,-0.037249997,"Cloudflare, Inc. operates as a cloud services provider that delivers a range of services to businesses worldwide. The company provides a cloud-based security solution to secure a range of combination of platforms, including public and private cloud, on-premises, software-as-a-service applications, and Internet of things (IoT) devices; and application security products comprising web application firewall, bot management, distributed denial of service mitigation, API security, SSL/TLS encryption, client-side security, and security center products. It also offers application performance solutions, such as content delivery, load balancing, DNS, smart shield, video stream delivery, web optimization, cloudfare waiting room, and cloudfare data localization suite; SASE platform that combines network services and Zero Trust and workplace security products that provides a cloud-based network and security-as-a-service; network services, including magic WAN, magic transit, magic firewall, cloudflare network interconnect, and spectrum. In addition, the company provides zero trust security services which include cloudflare zero trust network access, secure web gateway, and one client; and remote browser isolation, cloud access security broker, cloud email security, digital experience monitoring, and data loss prevention products. Further, it provides developer-based solutions comprising workers AI, vectorize, AI gateway, cloudflare workers, cloudflare pages, R2 object storage, workers KV, durable objects, D1, hyperdrive, queues, cloudfare stream, cloudfare images, and cloudflare realtime; and consumer offerings, such as 1.1.1.1 DNS and with WARPm and cloudfare registrar that offers secure registration and management of domain names. The company serves customers in technology, healthcare, financial services, consumer and retail, industrial, and non-profit industries, as well as government. The company was incorporated in 2009 and is headquartered in San Francisco, California.",50.0,4.544140365299275,100.0,278.9800109863281,283.3900146484375,160.19000244140625,0.6060403428900417
65,DDOG,Datadog,95386656768,669.925,23.908815,0.322,0.03695,"Datadog, Inc. operates an observability and security platform for cloud applications in the United States and internationally. The company's products comprise infrastructure and application performance monitoring, log management, observability pipelines, synthetics, real user monitoring, product analytics, continuous profiler, database monitoring, data observability, LLM observability, error tracking, network monitoring, incident response, workflow automation and App builder, event management, bits AI SRE, cloud cost management, cloud security, code security, cloud SIEM, threat management, sensitive data scanner, and CI visibility. Datadog, Inc. was incorporated in 2010 and is headquartered in New York, New York.",50.0,9.039053824702677,100.0,267.9700012207031,277.489990234375,102.61499786376953,0.6478252002132715
66,MELI,MercadoLibre,95206776832,49.51094,13.0760975,0.49,0.060370002,"MercadoLibre, Inc. operates online commerce platforms in Brazil, Mexico, Argentina, and internationally. The company operates Mercado Libre Marketplace, an online commerce platform that can be accessed through mobile app or website; and Mercado Pago, a financial technology solution platform, which offers comprehensive set of financial technology services to users and other users of its e-commerce platform. It also provides Mercado Fondo that allows users to invest funds deposited in their Mercado Pago accounts; Mercado Credito, which grants loans and obtains better funding alternatives; and Mercado Mercado Envios that facilitates the shipping of goods from the Company and sellers to buyers. In addition, the company provides Mercado Libre Classifieds, where users can list vehicles, properties, and services; Mercado Ads, an advertising platform, which enables retailers and brands to promote their products and services on the platform. MercadoLibre, Inc. was incorporated in 1999 and is headquartered in Montevideo, Uruguay.",50.0,76.6823920265283,55.47273839030341,1877.949951171875,2510.969970703125,1546.81005859375,0.39962732275636537
67,XIACF,Xiaomi,94809333760,,,,,,50.0,92.55230033279344,58.1528125044445,3.690000057220459,7.579999923706055,2.799999952316284,0.41168765627000026
68,CDNS,Cadence Design Systems,93782949888,67.598404,13.654325,0.242,0.23605,"Cadence Design Systems, Inc. develops computational, AI-driven software, hardware, and silicon intellectual property products and solutions. The company offers functional verification services, such as Jasper, a formal verification platform; Xcelium, a parallel logic simulation platform; Verisium, a generative AI solution; Palladium, an enterprise emulation platform; and Protium, a prototyping platform for chip verification, as well as digital IC design and sign off products, including In novus platform; and custom IC design and simulation product include Virtuoso, a platform to design and verify analog. It also provides Xcelium logic simulator and other front-end verification and virtual prototyping technologies; controllers and physical interfaces; PCI Express, universal accelerator and compute express links, and multiple memory interfaces; and Ten Silica, a digital signal processor. In addition, the company's design IP portfolio includes serializer/deserializer, peripheral component interconnect, USB, and other standard protocols; and Secure-IC, a solution for embedded security IP. Additionally, it provides System Design and Analysis (SD&A) platform, a solution that enables end-to-end system-level design and verification across chips, packages, PCBs, and electronic systems; Allegro X and Orca X platforms for PCB and advanced packaging; Sigrity X for signal and power integrity; AIR for RF design; Fidelity for computational fluid dynamics; Celsius for thermal and airflow analysis; Clarity 3D solver for electromagnetic and power electronics analysis and simulation; Integrity 3D-IC solution for 3D-IC and multi-chiplet designs; the Optimality Intelligent System Explorer, Reality digital twin, and Millennium enterprise multiphasic platforms; Allegro system design platform; and molecular modeling and simulation solutions and services. The company has a strategic collaboration with NVIDIA. The company was incorporated in 1987 and is headquartered in San Jose, California.",50.0,56.9486752173986,54.65108572959547,340.0199890136719,416.3900146484375,265.6600036621094,0.3959298857831796
69,6669.TW,Wiwynn,93168146218,,,,,,50.0,16.831792013621676,95.85811367250436,5390.0,5745.0,2570.552490234375,0.5813615115262697
70,IFX.DE,Infineon,92444501173,80.81707,5.1276693,,0.072340004,"Infineon Technologies AG develops, manufactures, and markets semiconductors and semiconductor-based solutions in Germany, Europe, the Middle East, Africa, Mainland China, Hong Kong, Taiwan, the Asia-Pacific, Japan, the United States, and the Americas. The Automotive segment offers automotive and industrial microcontrollers; analog and memory ICs; ethernet; power diodes and modules; power switches; sensors; transceivers; and voltage regulators for assistance and safety systems, comfort electronics, infotainment, powertrain, and security applications. Its Green Industrial Power segment provides discrete and bare die IGBTs; IGBT modules; and SiC discretes and modules for air conditioning technology, energy generation and storage, energy transmission, home appliances, industrial drives, industrial power supplies and vehicles, and traction applications. The Power & Sensor Systems segment offers 3D ToF sensors; chips for gas and pressure sensors, and MEMS microphones; control ICs; customized chips; discrete low-, mid-, and high-voltage power MOSFETs; ESD protection diodes; GaN power switches; GPS low-noise amplifiers; low- and high-voltage driver ICs; radar sensor ICs; RF antenna switches and power transistors; SiC diode and MOSFETs; and USB controllers for audio amplifiers, automotive electronics, BLDC motors, cellular communications infrastructure, charging stations for electric vehicles, human machine interaction, IoT, LED and conventional lighting systems, microinverters, mobile devices, power management, and harsh environment applications. Its Connected Secure Systems segment provides connectivity solutions, embedded security controllers, microcontrollers, and security controllers for authentication, automotive, consumer electronics, government identification document, IoT, mobile communication, payment system, ticketing, access control, and trusted computing applications. The company was founded in 1952 and is headquartered in Neubiberg, Germany.",50.0,80.03376879086287,78.60887655429806,59.470001220703125,88.0,31.036182403564453,0.5037399444943413
71,ABNB,Airbnb,89927868416,37.412346,11.806141,0.179,0.19902,"Airbnb, Inc., together with its subsidiaries, operates a platform for stays, experiences, and services worldwide. The company's marketplace connects hosts and guests online or through mobile devices to book spaces, experiences, and services. It also offers gift cards. The company was formerly known as AirBed & Breakfast, Inc. and changed its name to Airbnb, Inc. in November 2010. Airbnb, Inc. was founded in 2007 and is headquartered in San Francisco, California.",50.0,3.606879327363498,34.3181253691143,151.52000427246094,153.11000061035156,111.54000091552734,0.30443156416101436
72,INTU,Intuit,86456836096,19.272562,4.2022204,0.104,0.21907,"Intuit Inc. provides financial management, payments and capital, compliance, and marketing products and services in the United States. The company operates in four segments: Global Business Solutions, Consumer, Credit Karma, and ProTax. The Global Business Solutions segment provides QuickBooks services, which include financial and business management online services, desktop software, payroll solutions, time tracking, merchant payment processing and bill pay solutions, checking accounts, and financing services for small and mid-market businesses; and Mailchimp, a marketing automation and customer relationship management. This segment also offers QuickBooks online services and desktop software solutions comprising QuickBooks Online, QuickBooks Live, QuickBooks Online Advanced, QuickBooks Self-Employed, QuickBooks Solopreneur financial and business management offerings, QuickBooks Online Payroll, QuickBooks Checking, QuickBooks Desktop software subscriptions, and QuickBooks Assisted Payroll. The Consumer segment provides do-it-yourself and assisted TurboTax income tax preparation products and services. The Credit Karma segment offers consumers with a personal finance platform that provides recommendations for credit card, home, auto, and personal loan, and insurance products; online savings and checking accounts; and access to its credit scores and reports, credit and identity monitoring, credit report dispute, credit building tools, and tools. The ProTax segment provides Lacerte, ProSeries, and ProFile desktop tax-preparation software products; and ProConnect Tax Online bill pay tax products, electronic tax filing service, and bank products and related services. It sells products and services through direct sales channels, multichannel shop-and-buy experiences, mobile application stores, and partner and other channels. Intuit Inc. was founded in 1983 and is headquartered in Mountain View, California.",50.0,95.2413459089891,72.11267893858795,316.07000732421875,776.1506958007812,253.9451141357422,0.4745070552236457
73,DASH,DoorDash,85470584832,92.528305,8.385773,0.331,0.0629,"DoorDash, Inc., together with its subsidiaries, operates a commerce platform that connects merchants, consumers, and dashers in the United States and internationally. The company operates DoorDash Marketplace, Wolt Marketplace, and Deliveroo Marketplace, which provide various services, such as customer acquisition, demand generation, order fulfillment, merchandising, payment processing, and customer support. It also offers consumer membership programs, DashPass, Wolt+, and Deliveroo Plus; advertising as a value-added service through its marketplaces; and white-label delivery fulfillment services, as well as services that help merchants establish online ordering, build branded mobile apps, manage reservations and in-store dining, manage consumer relationships, enable tableside order and pay, and improve customer support. The company was formerly known as Palo Alto Delivery Inc. and changed its name to DoorDash, Inc. in 2015. DoorDash, Inc. was founded in 2013 and is headquartered in San Francisco, California.",50.0,85.33076709240883,72.45954620754856,196.16000366210938,281.739990234375,146.60000610351562,0.47606795793396844
74,NTES,NetEase,85326143488,15.318069,16.274235,0.061,0.29839,"NetEase, Inc. engages in online games, music streaming, online intelligent learning services, and internet content services businesses in China and internationally. The company operates through Games and Related Value-Added Services; Youdao; NetEase Cloud Music; and Innovative Businesses and Others segments. It develops and operates mobile and PC games; and offers games licensed from other developers. The company also provides live streaming service, and other related or ancillary value-added services related to games, such as the sale of game-themed merchandise. In addition, it offers digital content services with interactive learning features, including Youdao Lingshi and Youdao Literature; STEAM courses consisting computer coding courses and other STEAM courses; and adult courses, such as China University massive open online course. Further, the company provides Youdao Dictionary, an online language tool; Confucius, a large language model for the education sector; Hi Echo, an AI-driven virtual English-speaking tutor; Mr. P AI Tutor, a conversation-based tool; Youdao Desktop Translation, a desktop dictionary tool; U-Dictionary, an online dictionary and translation app; iRecord, an audio transcription tool; LectMate, an interpretation software for study-abroad lecture scenarios; iArch, an AI home design software; Baby Genius, an AI baby generator; and One Translate Translator, a translation tool for travelers. It also offers online marketing services consisting of performance-based advertising services, and global marketing and promotion services through banners, text links, videos, logos, buttons, and rich media. Additionally, the company develops and offers smart devices, including Youdao Dictionary Pen, Youdao Listening Pod, and Youdao Smart Learning Pad. NetEase, Inc. was formerly known as NetEase.com, Inc. and changed its name to NetEase, Inc. in March 2012. The company was founded in 1997 and is headquartered in Hangzhou, the People's Republic of China.",50.0,48.639121851846284,38.16399348727282,133.27000427246094,156.2017822265625,108.61902618408203,0.3217379706927277
75,6981.T,Murata Manufacturing (Murata Seisakusho),85261390672,,,,,,50.0,79.28258028527122,100.0,7416.0,12250.0,2222.29638671875,0.6817789869399872
76,HOOD,Robinhood,77817438208,38.300884,8.20863,0.323,0.42011002,"Robinhood Markets, Inc. operates financial services platform in the United States. The company's platform allows users to invest in stocks, exchange-traded funds (ETFs), and American depository receipts. It offers fractional trading, recurring investments, access to investing on margin, fully-paid securities lending, cash sweep, instant withdrawals, retirement program, around-the-clock trading, joint investing accounts, event contracts, future contract services, and short selling. The company also provides various learning and education solutions comprise Snacks, an accessible digest of business news stories for a new generation of investors; Learn, which is an online collection of guides, feature tutorials, and financial dictionary; Newsfeeds that offer access to free, premium news from sites from various sites, such as Barron's, Reuters, and Dow Jones. In addition, the company offers In-App Education, a resource that covers investing fundamentals, including why people invest, a stock market overview, and tips on how to define investing goals, as well as allows customers to understand the basics of investing before their first trade; and Crypto Learn and Earn, an educational module available to various crypto customers through Robinhood Learn to teach customers the basics related to cryptocurrency. Further, it provides Robinhood credit cards, cash card and spending accounts, and wallets. Robinhood Markets, Inc. was incorporated in 2013 and is headquartered in Menlo Park, California.",50.0,90.19473395262226,100.0,86.55999755859375,152.4600067138672,65.16000366210938,0.7036898638886481
77,ASX,ASE Group,77332340736,62.21875,8.050622,0.172,0.07043,"ASE Technology Holding Co., Ltd., together with its subsidiaries, provides semiconductor manufacturing services in the United States, Taiwan, rest of Asia, Europe, and internationally. It operates through Packaging, Testing, and EMS. The company offers semiconductor packaging, interconnect materials production, front-end engineering testing, wafer probing, and final testing services, as well as integrated solutions for EMS (electronic manufacturing services) in relation to computing, peripherals, communications, industrial, automotive, and server applications. It also provides turnkey services, such as packaging, testing, and direct shipment of semiconductors to end users; wire bonding, including lead frame and substrate-based packages; advanced packages; heterogeneous integration; and other test-related services. In addition, the company engages in the leasing of properties; development, construction, sale, and management of real estate properties; management of parking lot; leasing of properties for shopping center; and management of commercial complex services and department store trading activities, as well as offers social, marketing and sales, information software, leasing and investing, and after-sales and sales support services. Further, it engages in the substrates production; investment advisory and warehousing management; design and manufacturing of electronic components and new electronic applications; technical advisory; management, training, and consulting of organization and human resources; projection of plastic; manufacture and sale of antennas, RF amplifiers and wave straps, PCBs, and tuners; and research and development activities. ASE Technology Holding Co., Ltd. was founded in 1984 and is based in Kaohsiung, Taiwan.",50.0,53.352046130499616,87.52840159935417,35.16999816894531,44.670631408691406,9.534090995788574,0.5438778071970938
78,SNPS,Synopsys,74439507968,89.37012,2.4419444,0.419,0.089090005,"Synopsys, Inc. provides design IP solutions in the semiconductor and electronics industries. It operates in two segments, Design Automation and Design IP. The company offers Digital and Custom IC Design solution that provides digital design implementation solutions; Verification solution that offers virtual prototyping, static and formal verification, simulation, emulation, field programmable gate array (FPGA)-based prototyping, and debug solutions; FPGA design products that are programmed to perform specific functions; synopsys technology computer-aided design (TCAD), mask synthesis, and manufacturing analytic solutions; and AI-driven EDA solutions. It also provides pre-verified and silicon-proven IP solutions, logic libraries and embedded memories, processor and security solutions, IP Offerings for the automotive market, SOC infrastructure IP, data path and building block IP, and mathematical and floating-point components. Synopsys, Inc. has a strategic collaboration with Arm Holdings plc for development of AGI CPU that provides solutions across its full-stack design portfolio including EDA, interface IP, and hardware-assisted verification (HAV). The company was incorporated in 1986 and is headquartered in Sunnyvale, California.",50.0,97.50767626534979,93.02651096357474,388.760009765625,636.02001953125,372.3299865722656,0.5686192993360863
79,002371.SZ,NAURA Technology Group,73946677397,,,,,,50.0,69.25245892447678,78.10574816900143,687.0,934.5133666992188,326.404296875,0.5014758667605065
80,3690.HK,Meituan,72802491430,,,,,,50.0,72.49980851932479,61.582770209615525,92.5,124.4000015258789,64.25,0.4271224659432698
81,MPWR,Monolithic Power Systems,70060859392,86.95306,19.051329,0.476,0.24500999,"Monolithic Power Systems, Inc. provides semiconductor-based power electronics solutions in China, Taiwan, South Korea, Southeast Asia, Europe, the United States, Japan, and internationally. The company offers direct current (DC) to DC solutions to convert and control voltages within a range of electronic systems, such as cloud-based and on-premises CPU servers and workstations, AI systems, memory, storage solutions, notebooks, infotainment, power sources, home appliances, network infrastructure, and satellite communications. It also provides alternating current (AC) to DC; driver metal-oxide-semiconductor field-effect transistors; power management integrated circuits (ICs); and current limit switch and lighting control products. The company serves storage and computing, enterprise data, automotive, communications, consumer, and industrial end markets through third-party distributors and value-added resellers. Monolithic Power Systems, Inc. was incorporated in 1997 and is based in West Palm Beach, Florida.",50.0,42.491644354797494,84.93043379174442,1426.030029296875,1687.3154296875,780.1609497070312,0.5321869520628499
82,0981.HK,SMIC,69050202995,,,,,,50.0,86.23260292550093,100.0,63.25,91.05000305175781,48.65999984741211,0.6167117913180302
83,SE,Sea Limited,65376600064,42.833992,5.1565475,0.466,0.06363,"Sea Limited, through its subsidiaries, operates as a technology company in Southeast Asia, Latin America, the rest of Asia, and internationally. The company operates through E-commerce, Digital Financial Services, and Digital Entertainment segments. It offers Garena, a digital entertainment platform for users to access mobile and PC online games, as well as promotes eSports operations and develops games. The company also operates the Shopee e-commerce platform, a mobile-centric marketplace that provides integrated payments, logistics and fulfillment infrastructure, and other value-added services. In addition, it offers Monee digital financial services comprising consumer, and small and medium-sized enterprises (SME) credit, e- wallets, payment processing, banking, Insurtech, and wealth services; and acts as an underwriter for various life and non-life insurance products under the MoneeInsure tradename, as well as insurance agency services. It serves buyers, such as individuals and households; and sellers, including small and medium businesses, brands, and large retailers. The company was formerly known as Garena Interactive Holding Limited and changed its name to Sea Limited in April 2017. Sea Limited was incorporated in 2009 and is headquartered in Singapore.",50.0,90.3397008328251,81.38156475258612,106.73999786376953,196.5,78.16000366210938,0.5162170413866376
84,HPE,Hewlett Packard Enterprise,63429349376,44.766354,2.5061476,0.4,0.040110003,"Hewlett Packard Enterprise Company, together with its subsidiaries, develops intelligent solutions in the United States, the Americas, Europe, the Middle East, Africa, the Asia Pacific, Japan, and internationally. It operates in five segments: Server, Hybrid Cloud, Networking, Financial Services, and Corporate Investments and Other. The company offers general-purpose servers, workload-optimized servers, and integrated systems, including HPE ProLiant Rack and Tower servers; HPE Synergy; HPE Scale Up servers; HPE Edgeline servers; HPE Cray EX; HPE Cray XD; and HPE NonStop. It also provides cloud-native and hybrid solutions, such as HPE Alletra Storage; HPE InfoSight; HPE CloudPhysics; and HPE GreenLake. In addition, the company develops and sells networking and security products and services comprising hardware products, which include Wi-Fi and private cellular access points, MX and PTX routers, and gateways, as well as QFX, EX, and CX switches; software products, such as Mist and Aruba Central; and services comprising professional, maintenance, support services, management software, and education and training programs. Further, it offers investment solutions, including leasing, financing, IT consumption, utility programs, and asset management services, as well as supports financial solutions for on-premise flexible consumption models. The company serves commercial and large enterprise groups, as well as business and public sector enterprises. It sells its products through resellers, distribution partners, master area partners, original equipment manufacturers, independent software vendors, systems integrators, and advisory firms. The company was founded in 1939 and is headquartered in Spring, Texas.",50.0,37.728513771860314,81.45256444521,47.900001525878906,55.986202239990234,19.40578269958496,0.5165365400034451
85,6752.T,Panasonic,63177828708,50.35163,1.8283297,0.054,0.02355,"Panasonic Holdings Corporation, together with its subsidiaries, develops, manufactures, sells, services, and supplies various electrical and electronic equipment and related products in Japan, the Americas, the United States, Europe, Asia, China, and internationally. It operates through six segments: Connect, Electric Works, HVAC & CC, Energy, Industry, and Smart Life. The company offers aircraft in-flight entertainment systems and communications services; electronic-components-mounting machines; welding equipment; projectors; PCs and tablets; installation, operation, and maintenance services; and supply chain management (SCM) software. It also provides lighting fixtures, lamps, wiring devices, solar photovoltaic systems, fuel cells, and nursing care-related services; air-conditioners for residential and commercial use, air-to-water heat pump type water heaters, ventilation, perflation and air-conditioning equipment, air purifiers, showcases, and commercial refrigerators; and cylindrical lithium-ion batteries for in-vehicle use, dry batteries, primary and secondary batteries, nickel metal hydride batteries, and storage battery modules and systems. In addition, the company offers electronic components, motors, FA devices, and electronic materials; and refrigerators, microwave ovens, rice cookers, washing machines, vacuum cleaners, personal-care products, IH cooking heaters, dishwashers, digital cameras, professional audio and visual systems, intercoms, video and audio equipment, telephones, TVs, and bicycles. Further, it provides kitchen and bath, interior furnishing materials, exterior finishing materials, and sales of raw materials. Additionally, the company offers EV relays; conductive polymer and hybrid aluminum capacitors; and programmable controllers, photoelectric sensors, laser markers, multilayer circuit board and semiconductor device materials, and molding compounds. Panasonic Holdings Corporation was founded in 1918 and is headquartered in Kadoma, Japan.",50.0,26.16743471986825,76.0753501361402,4284.0,4770.0,1412.53125,0.49233907561263085
